 
 
date,source,ip,referrer,useragent 
"2025-01-06 08:57:57",/m.php,162.158.42.17,https://breadcrumbdigital.com.au/m.php,Go-http-client/2.0 
"2025-01-06 08:57:59",/wp-content/admin.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/admin.php,Go-http-client/2.0 
"2025-01-06 08:58:01",/wp-admin/images/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/images/about.php,Go-http-client/2.0 
"2025-01-06 08:58:02",/log.php,162.158.42.17,https://breadcrumbdigital.com.au/log.php,Go-http-client/2.0 
"2025-01-06 08:58:03",/inc.php,162.158.42.17,https://breadcrumbdigital.com.au/inc.php,Go-http-client/2.0 
"2025-01-06 08:58:05",/wp-admin/css/,162.158.42.17,https://www.breadcrumbdigital.com.au/wp-admin/css/index.php,Go-http-client/2.0 
"2025-01-06 08:58:06",/wp-conflg.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-conflg.php,Go-http-client/2.0 
"2025-01-06 08:58:07",/cong.php,162.158.42.17,https://breadcrumbdigital.com.au/cong.php,Go-http-client/2.0 
"2025-01-06 08:58:08",/content.php,162.158.42.17,https://breadcrumbdigital.com.au/content.php,Go-http-client/2.0 
"2025-01-06 08:58:10",/wp-content/themes/seotheme/mar.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/seotheme/mar.php,Go-http-client/2.0 
"2025-01-06 08:58:13",/wp-content/languages/,162.158.42.17,https://www.breadcrumbdigital.com.au/wp-content/languages/index.php,Go-http-client/2.0 
"2025-01-06 08:58:14",/edit.php,162.158.42.17,https://breadcrumbdigital.com.au/edit.php,Go-http-client/2.0 
"2025-01-06 08:58:18",/login.php,162.158.42.17,https://breadcrumbdigital.com.au/login.php,Go-http-client/2.0 
"2025-01-06 08:58:19",/text.php,162.158.42.17,https://breadcrumbdigital.com.au/text.php,Go-http-client/2.0 
"2025-01-06 08:58:21",/wp-content/upgrade/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/upgrade/about.php,Go-http-client/2.0 
"2025-01-06 08:58:27",/dropdown.php,162.158.42.17,https://breadcrumbdigital.com.au/dropdown.php,Go-http-client/2.0 
"2025-01-06 08:58:30",/doc.php,162.158.42.17,https://breadcrumbdigital.com.au/doc.php,Go-http-client/2.0 
"2025-01-06 08:58:31",/radio.php,162.158.42.17,https://breadcrumbdigital.com.au/radio.php,Go-http-client/2.0 
"2025-01-06 08:58:33",/css.php,162.158.42.17,https://breadcrumbdigital.com.au/css.php,Go-http-client/2.0 
"2025-01-06 08:58:34",/wp-content/plugins/hello.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/plugins/hello.php,Go-http-client/2.0 
"2025-01-06 08:58:35",/function.php,162.158.42.17,https://breadcrumbdigital.com.au/function.php,Go-http-client/2.0 
"2025-01-06 08:58:36",/randkeyword.php,162.158.42.17,https://breadcrumbdigital.com.au/randkeyword.php,Go-http-client/2.0 
"2025-01-06 08:58:38",/plugin.php,162.158.42.17,https://breadcrumbdigital.com.au/plugin.php,Go-http-client/2.0 
"2025-01-06 08:58:40",/link.php,162.158.42.17,https://breadcrumbdigital.com.au/link.php,Go-http-client/2.0 
"2025-01-06 08:58:44",/defaults.php,162.158.42.17,https://breadcrumbdigital.com.au/defaults.php,Go-http-client/2.0 
"2025-01-06 08:58:45",/user.php,162.158.42.17,https://breadcrumbdigital.com.au/user.php,Go-http-client/2.0 
"2025-01-06 08:58:45",/wp-content/themes/twentyfive/include.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/twentyfive/include.php,Go-http-client/2.0 
"2025-01-06 08:58:48",/wp-admin/css/colors/blue/,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/colors/blue/,Go-http-client/2.0 
"2025-01-06 08:58:49",/wp-content/mah.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/mah.php,Go-http-client/2.0 
"2025-01-06 08:58:51",/wp-admin.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin.php,Go-http-client/2.0 
"2025-01-06 08:58:52",/templates/beez3/jsstrings.php,162.158.42.17,https://breadcrumbdigital.com.au/templates/beez3/jsstrings.php,Go-http-client/2.0 
"2025-01-06 08:58:54",/wp-content/shell.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/shell.php,Go-http-client/2.0 
"2025-01-06 08:58:57",/menu.php,162.158.42.17,https://breadcrumbdigital.com.au/menu.php,Go-http-client/2.0 
"2025-01-06 08:58:58",/data.php,162.158.42.17,https://breadcrumbdigital.com.au/data.php,Go-http-client/2.0 
"2025-01-06 08:58:58",/wp-admin/class-db.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/class-db.php,Go-http-client/2.0 
"2025-01-06 08:58:59",/lock.php,162.158.42.17,https://breadcrumbdigital.com.au/lock.php,Go-http-client/2.0 
"2025-01-06 08:59:01",/mini.php,162.158.42.17,https://breadcrumbdigital.com.au/mini.php,Go-http-client/2.0 
"2025-01-06 08:59:03",/randkeyword.PhP7,162.158.42.17,https://breadcrumbdigital.com.au/randkeyword.PhP7,Go-http-client/2.0 
"2025-01-06 08:59:05",/s.php,162.158.42.17,https://breadcrumbdigital.com.au/s.php,Go-http-client/2.0 
"2025-01-06 08:59:06",/hehehehe.php,162.158.42.17,https://breadcrumbdigital.com.au/hehehehe.php,Go-http-client/2.0 
"2025-01-06 08:59:07",/cgi-bin/wp-login.php,162.158.42.17,https://breadcrumbdigital.com.au/cgi-bin/wp-login.php,Go-http-client/2.0 
"2025-01-06 08:59:10",/wp-admin/css/colors/,162.158.42.17,https://www.breadcrumbdigital.com.au/wp-admin/css/colors/index.php,Go-http-client/2.0 
"2025-01-06 08:59:11",/web.php,162.158.42.17,https://breadcrumbdigital.com.au/web.php,Go-http-client/2.0 
"2025-01-06 08:59:13",/worksec.php,162.158.42.17,https://breadcrumbdigital.com.au/worksec.php,Go-http-client/2.0 
"2025-01-06 08:59:14",/ioxi002.PhP7,162.158.42.17,https://breadcrumbdigital.com.au/ioxi002.PhP7,Go-http-client/2.0 
"2025-01-06 08:59:18",/plugins.php,162.158.42.17,https://breadcrumbdigital.com.au/plugins.php,Go-http-client/2.0 
"2025-01-06 08:59:19",/wp-content/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/about.php,Go-http-client/2.0 
"2025-01-06 08:59:20",/class.api.php,162.158.42.17,https://breadcrumbdigital.com.au/class.api.php,Go-http-client/2.0 
"2025-01-06 08:59:24",/ova.php,162.158.42.17,https://breadcrumbdigital.com.au/ova.php,Go-http-client/2.0 
"2025-01-06 08:59:25",/wp-content/item.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/item.php,Go-http-client/2.0 
"2025-01-06 08:59:26",/wp-content/classwithtostring.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/classwithtostring.php,Go-http-client/2.0 
"2025-01-06 08:59:27",/wp-admin/css/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/about.php,Go-http-client/2.0 
"2025-01-06 08:59:28",/home.php,162.158.42.17,https://breadcrumbdigital.com.au/home.php,Go-http-client/2.0 
"2025-01-06 08:59:31",/wp-content/cong.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/cong.php,Go-http-client/2.0 
"2025-01-06 08:59:32",/wp-content/themes/digital-download/new.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/digital-download/new.php,Go-http-client/2.0 
"2025-01-06 08:59:33",/wp-admin/images/admin.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/images/admin.php,Go-http-client/2.0 
"2025-01-06 08:59:34",/byp.php,162.158.42.17,https://breadcrumbdigital.com.au/byp.php,Go-http-client/2.0 
"2025-01-06 08:59:35",/wp-admin/css/colors/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/colors/about.php,Go-http-client/2.0 
"2025-01-06 08:59:37",/wp-admin/wp-login.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/wp-login.php,Go-http-client/2.0 
"2025-01-06 08:59:38",/wp-content/themes/include.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/include.php,Go-http-client/2.0 
"2025-01-06 08:59:39",/wp-admin/classwithtostring.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/classwithtostring.php,Go-http-client/2.0 
"2025-01-06 08:59:40",/wp-content/plugins/WordPressCore/,162.158.42.17,https://www.breadcrumbdigital.com.au/wp-content/plugins/WordPressCore/index.php,Go-http-client/2.0 
"2025-01-06 08:59:41",/ova-tools.php,162.158.42.17,https://breadcrumbdigital.com.au/ova-tools.php,Go-http-client/2.0 
"2025-01-06 08:59:42",/version.php,162.158.42.17,https://breadcrumbdigital.com.au/version.php,Go-http-client/2.0 
"2025-01-06 08:59:43",/lufix.php,162.158.42.17,https://breadcrumbdigital.com.au/lufix.php,Go-http-client/2.0 
"2025-01-06 08:59:47",/wp-content/themes.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes.php,Go-http-client/2.0 
"2025-01-06 08:59:49",/wp-admin/css/colors/coffee/,162.158.42.17,https://www.breadcrumbdigital.com.au/wp-admin/css/colors/coffee/index.php,Go-http-client/2.0 
"2025-01-06 08:59:51",/wp-content/plugins/dummyyummy/wp-signup.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/plugins/dummyyummy/wp-signup.php,Go-http-client/2.0 
"2025-01-06 08:59:52",/w.php,162.158.42.17,https://breadcrumbdigital.com.au/w.php,Go-http-client/2.0 
"2025-01-06 08:59:53",/bypass.php,162.158.42.17,https://breadcrumbdigital.com.au/bypass.php,Go-http-client/2.0 
"2025-01-06 08:59:54",/wp-add.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-add.php,Go-http-client/2.0 
"2025-01-06 08:59:55",/wp-content/plugins/ioxi/alfa-ioxi.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/plugins/ioxi/alfa-ioxi.php,Go-http-client/2.0 
"2025-01-06 08:59:57",/templates/beez/jsstrings.php,162.158.42.17,https://breadcrumbdigital.com.au/templates/beez/jsstrings.php,Go-http-client/2.0 
"2025-01-06 09:00:01",/templates/beez/,162.158.42.17,https://www.breadcrumbdigital.com.au/templates/beez/index.php,Go-http-client/2.0 
"2025-01-06 09:00:03",/c.php,162.158.42.17,https://breadcrumbdigital.com.au/c.php,Go-http-client/2.0 
"2025-01-06 09:00:04",/wp-admin/dropdown.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/dropdown.php,Go-http-client/2.0 
"2025-01-06 09:00:04",/small.php,162.158.42.17,https://breadcrumbdigital.com.au/small.php,Go-http-client/2.0 
"2025-01-06 09:00:06",/h.php,162.158.42.17,https://breadcrumbdigital.com.au/h.php,Go-http-client/2.0 
"2025-01-06 09:00:08",/wp-admin/css/network.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/network.php,Go-http-client/2.0 
"2025-01-06 09:00:09",/wp-content/content.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/content.php,Go-http-client/2.0 
"2025-01-06 09:00:12",/wp-content/json.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/json.php,Go-http-client/2.0 
"2025-01-06 09:00:14",/tiny.php,162.158.42.17,https://breadcrumbdigital.com.au/tiny.php,Go-http-client/2.0 
"2025-01-06 09:00:16",/customize.php,162.158.42.17,https://breadcrumbdigital.com.au/customize.php,Go-http-client/2.0 
"2025-01-06 09:00:17",/sad/about.php,162.158.42.17,https://breadcrumbdigital.com.au/sad/about.php,Go-http-client/2.0 
"2025-01-06 09:00:18",/jp.php,162.158.42.17,https://breadcrumbdigital.com.au/jp.php,Go-http-client/2.0 
"2025-01-06 09:00:20",/wp-admin/js/about.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/js/about.php,Go-http-client/2.0 
"2025-01-06 09:00:20",/wp-admin/network/wp-login.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/network/wp-login.php,Go-http-client/2.0 
"2025-01-06 09:00:22",/upgrade.php,162.158.42.17,https://breadcrumbdigital.com.au/upgrade.php,Go-http-client/2.0 
"2025-01-06 09:00:23",/wp-content/tmpls.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/tmpls.php,Go-http-client/2.0 
"2025-01-06 09:00:25",/editor.php,162.158.42.17,https://breadcrumbdigital.com.au/editor.php,Go-http-client/2.0 
"2025-01-06 09:00:26",/class.php,162.158.42.17,https://breadcrumbdigital.com.au/class.php,Go-http-client/2.0 
"2025-01-06 09:00:27",/vendor/bin/loader.php,162.158.42.17,https://breadcrumbdigital.com.au/vendor/bin/loader.php,Go-http-client/2.0 
"2025-01-06 09:00:28",/wp-admin/css/dnIzIDf.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/dnIzIDf.php,Go-http-client/2.0 
"2025-01-06 09:00:29",/wp-content/themes/hideo/network.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/hideo/network.php,Go-http-client/2.0 
"2025-01-06 09:00:32",/wp-admin/css/colors/HsFPDcD.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/css/colors/HsFPDcD.php,Go-http-client/2.0 
"2025-01-06 09:00:33",/wp-admin/maint/upfile.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-admin/maint/upfile.php,Go-http-client/2.0 
"2025-01-06 09:00:37",/defaul.php,162.158.42.17,https://breadcrumbdigital.com.au/defaul.php,Go-http-client/2.0 
"2025-01-06 09:00:38",/repeater.php,162.158.42.17,https://breadcrumbdigital.com.au/repeater.php,Go-http-client/2.0 
"2025-01-06 09:00:39",/Njima.php,162.158.42.17,https://breadcrumbdigital.com.au/Njima.php,Go-http-client/2.0 
"2025-01-06 09:00:40",/ticket/vendor/htmlawed/htmlawed/gel4y.php,162.158.42.17,https://breadcrumbdigital.com.au/ticket/vendor/htmlawed/htmlawed/gel4y.php,Go-http-client/2.0 
"2025-01-06 09:00:41",/wp-content/themes/seotheme/db.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/seotheme/db.php,Go-http-client/2.0 
"2025-01-06 09:00:42",/wp-content/plugins/ubh/up.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/plugins/ubh/up.php,Go-http-client/2.0 
"2025-01-06 09:00:43",/wp-content/themes/pridmag/db.php?u,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/themes/pridmag/db.php?u,Go-http-client/2.0 
"2025-01-06 09:00:44",/up.php,162.158.42.17,https://breadcrumbdigital.com.au/up.php,Go-http-client/2.0 
"2025-01-06 09:00:45",/wp-content/plugins/pwnd/pwnd.php,162.158.42.17,https://breadcrumbdigital.com.au/wp-content/plugins/pwnd/pwnd.php,Go-http-client/2.0 
"2025-01-06 09:00:46",/uploader.php,162.158.42.17,https://breadcrumbdigital.com.au/uploader.php,Go-http-client/2.0 
"2025-01-06 09:00:47",/test.php,162.158.42.17,https://breadcrumbdigital.com.au/test.php,Go-http-client/2.0 
"2025-01-06 09:00:48",/Nexus.php,162.158.42.17,https://breadcrumbdigital.com.au/Nexus.php,Go-http-client/2.0 
"2025-01-06 09:00:49",/upload.php,162.158.42.17,https://breadcrumbdigital.com.au/upload.php,Go-http-client/2.0 
"2025-01-06 09:03:28","/email/BCD logo@2x.png]",172.70.123.174,,"Mozilla/5.0 (Windows NT 6.1; WOW64) SkypeUriPreview Preview/0.5 skype-url-preview@microsoft.com" 
"2025-01-06 09:31:18",/information-management/data:image/x-icon,172.71.195.57,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
"2025-01-06 10:34:14",/security.txt,172.71.190.122,https://breadcrumbdigital.com.au/security.txt,Go-http-client/2.0 
"2025-01-06 10:53:30",/sharepoint-consulting/?gad_source=1&gclid=EAIaIQobChMI7abo6_DfigMVHguDAx0gHhp2EAAYAiAAEgKFM_D_BwE,172.68.64.190,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" 
"2025-01-06 10:53:57",/sharepoint-consulting/?gad_source=1&gclid=EAIaIQobChMI7abo6_DfigMVHguDAx0gHhp2EAAYAiAAEgKFM_D_BwE,172.68.64.190,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" 
"2025-01-06 11:51:57",/install.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:51:59",/wp-admin/includes/wp-conflg.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:51:59",/wp-admin/css/wp-conflg.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:00",/bypass.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:01",/wp-admin/js/wp-conflg.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:02",/wp-content/mu-plugins/,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:04",/updates.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:04",/makeasmtp.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:07",/wp-admin/images/wp-login.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:08",/include/wp-configs.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:09",/cong.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:10",/wp-content/themes/twenty/twenty.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:11",/wp-content/themes/wp-pridmag/lock.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:13",/index/,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:13",/wp-admin/network/wp-conflg.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:16",/wp-content/themes/seotheme/classwithtostring.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:17",/wp-admin/css/colors/blue/lock.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:19",/classsmtps.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:20",/browse.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:21",/wp-admin/includes/m.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:22",/wp-admin/byp.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:23",/post.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:23",/images/stories/admin-post.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:25",/wp-admin/js/about.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:25",/mah.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:27",/moon.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:27",/wp-content/themes/aahana/json.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:28",/wp-content/themes/plugin.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:29",/edit.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:29",/mail.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:31",/css/install.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:32",/css/chosen.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:33",/cloud.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:36",/wp-content/upgrade-temp-backup/about.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:36",/wp-admin/maint/about.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:37",/repeater.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:37",/wp-consar.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:38",/wp-admin/css/colors/coffee/about.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:40",/simple.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:43",/inputs.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:44",/upfile.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:45",/ok.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:51",/wp-admin/autoload_classmap.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:54",/geju.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:54",/ebs.php7,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:55",/wp-admin/classwithtostring.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:55",/css.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:56",/cache-compat.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:57",/radio.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:58",/index/lock.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:59",/wp-admin/css/colors/blue/atomlib.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:52:59",/images/chosen.php,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:53:00",/wp-admin/images/,162.158.189.207,,Go-http-client/1.1 
"2025-01-06 11:53:03",/link.php,162.158.189.207,,Go-http-client/1.1 
